0.058731, 44.957
0.15645, 51.666
0.26002, 48.424
0.35716, 46.332
0.46366, 47.064
0.55377, 47.308
0.64225, 48.298
0.64388, 70.739
0.70123, 33.501
0.75038, 45.634
0.84869, 50.097
0.94699, 54.002
1.0453, 48.842
1.1477, 46.018
1.2419, 47.482
1.3393, 44.612
1.3894, 67.839
1.4221, 35.872
1.4631, 45.286
1.4631, 33.362
1.5532, 46.471
1.6454, 51.875
1.7498, 51.631
1.8481, 50.655
1.9464, 51.213
2.0529, 50.004
2.1278, 41.730
2.1185, 71.353
2.1267, 54.699
2.1758, 32.525
2.2215, 46.272
2.3233, 51.771
2.4181, 54.879
2.5187, 50.814
2.6182, 51.073
2.7165, 51.492
2.8194, 48.982
2.8459, 69.010
2.9166, 44.288
2.8913, 33.641
3.0114, 47.169
3.1097, 53.758
3.2022, 50.456
3.2490, 48.145
3.3350, 48.947
3.4374, 51.492
3.5488, 48.424
3.6012, 39.010
3.5931, 70.237
3.6094, 54.448
3.6586, 44.449
3.6750, 37.964
3.7850, 46.511
3.8634, 54.002
3.9617, 49.121
4.0600, 48.703
4.1583, 49.783
4.2566, 48.424
4.3257, 42.327
4.3303, 67.475
4.3413, 55.787
4.3877, 32.525
4.4205, 43.961
4.5188, 49.121
4.6171, 55.397
4.7095, 51.412
4.8137, 52.050
4.9120, 52.608
5.0148, 50.897
5.0354, 40.195
5.0594, 70.404
5.0840, 54.560
5.1124, 32.301
5.1905, 47.308
5.2888, 52.329
5.3871, 52.747
5.4854, 50.655
5.5837, 51.631
5.6841, 50.725
5.7766, 46.826
5.8049, 70.795
5.8213, 55.536
5.8777, 41.946
5.8623, 31.688
5.9758, 46.511
6.0671, 52.329
6.1736, 50.237
6.2707, 48.663
6.3714, 50.097
6.4685, 47.866
6.5340, 41.869
6.5488, 68.341
6.5813, 51.449
6.6015, 31.740
6.6386, 42.500
6.7248, 47.826
6.8208, 54.281
6.9273, 51.631
7.0256, 50.934
7.1239, 52.189
7.2244, 48.145
7.2713, 71.465
7.3188, 48.926
7.3369, 41.116
7.3287, 32.525
7.4352, 50.655
7.5335, 57.768
7.6318, 54.560
7.7022, 51.771
7.7956, 53.026
7.8974, 51.771
7.9895, 48.145
8.0004, 75.482
8.0097, 57.516
8.0589, 34.206
8.1233, 47.447
8.2216, 53.305
8.3199, 54.281
8.4170, 50.217
8.5165, 50.655
8.6148, 51.910
8.6831, 50.599
8.7161, 37.852
8.7377, 73.139
8.7639, 52.162
8.7956, 35.983
8.8382, 47.872
8.9261, 50.934
9.0244, 56.373
9.1227, 52.886
9.2152, 52.368
9.3194, 53.305
9.4144, 44.271
9.4608, 71.083
9.4936, 58.435
9.5176, 46.024
9.5242, 35.593
9.6143, 50.655
9.7126, 56.478
9.8109, 54.978
9.9092, 55.257
10.007, 56.652
